,data,result
71958,"[99, 9, 0]",[108]
71959,"[34, 65, 3]",[0.5230769230769231]
71960,"[97, 49, 2]",[4753]
71961,"[69, 66, 2]",[4554]
71962,"[23, 9, 2]",[207]
71963,"[11, 10, 0]",[21]
71964,"[12, 10, 3]",[1.2]
71965,"[36, 67, 0]",[103]
71966,"[31, 23, 2]",[713]
71967,"[31, 90, 2]",[2790]
71968,"[6, 32, 1]",[-26]
71969,"[96, 35, 0]",[131]
71970,"[36, 9, 0]",[45]
71971,"[1, 12, 2]",[12]
71972,"[72, 42, 1]",[30]
71973,"[43, 19, 0]",[62]
71974,"[30, 37, 0]",[67]
71975,"[32, 63, 2]",[2016]
71976,"[90, 83, 3]",[1.0843373493975903]
71977,"[41, 17, 3]",[2.411764705882353]
71978,"[67, 29, 2]",[1943]
71979,"[33, 20, 0]",[53]
71980,"[17, 56, 0]",[73]
71981,"[38, 84, 3]",[0.4523809523809524]
71982,"[71, 11, 1]",[60]
71983,"[93, 47, 1]",[46]
71984,"[5, 87, 2]",[435]
71985,"[7, 67, 2]",[469]
71986,"[88, 60, 0]",[148]
71987,"[25, 52, 0]",[77]
71988,"[53, 47, 3]",[1.127659574468085]
71989,"[44, 29, 2]",[1276]
71990,"[26, 20, 3]",[1.3]
71991,"[82, 98, 2]",[8036]
71992,"[2, 99, 2]",[198]
71993,"[71, 23, 1]",[48]
71994,"[52, 28, 3]",[1.8571428571428572]
71995,"[91, 80, 3]",[1.1375]
71996,"[10, 67, 2]",[670]
71997,"[99, 47, 2]",[4653]
71998,"[93, 94, 0]",[187]
71999,"[36, 30, 0]",[66]
72000,"[77, 59, 1]",[18]
72001,"[40, 4, 3]",[10.0]
72002,"[79, 82, 1]",[-3]
72003,"[17, 26, 1]",[-9]
72004,"[49, 37, 2]",[1813]
72005,"[48, 61, 0]",[109]
72006,"[58, 11, 2]",[638]
72007,"[57, 86, 0]",[143]
72008,"[37, 73, 1]",[-36]
72009,"[62, 92, 2]",[5704]
72010,"[20, 58, 0]",[78]
72011,"[14, 48, 0]",[62]
72012,"[73, 11, 0]",[84]
72013,"[25, 74, 0]",[99]
72014,"[52, 76, 0]",[128]
72015,"[5, 38, 0]",[43]
72016,"[7, 39, 0]",[46]
72017,"[4, 45, 0]",[49]
72018,"[57, 11, 2]",[627]
72019,"[90, 47, 3]",[1.9148936170212767]
72020,"[31, 24, 3]",[1.2916666666666667]
72021,"[0, 68, 3]",[0.0]
72022,"[68, 68, 2]",[4624]
72023,"[57, 69, 2]",[3933]
72024,"[57, 54, 3]",[1.0555555555555556]
72025,"[65, 78, 2]",[5070]
72026,"[6, 63, 0]",[69]
72027,"[15, 72, 2]",[1080]
72028,"[75, 40, 3]",[1.875]
72029,"[23, 33, 1]",[-10]
72030,"[98, 15, 2]",[1470]
72031,"[36, 62, 2]",[2232]
72032,"[85, 72, 2]",[6120]
72033,"[40, 37, 3]",[1.0810810810810811]
72034,"[55, 91, 3]",[0.6043956043956044]
72035,"[53, 40, 2]",[2120]
72036,"[77, 34, 2]",[2618]
72037,"[20, 74, 1]",[-54]
72038,"[44, 0, 1]",[44]
72039,"[52, 47, 1]",[5]
72040,"[10, 10, 2]",[100]
72041,"[34, 65, 1]",[-31]
72042,"[8, 77, 3]",[0.1038961038961039]
72043,"[50, 52, 0]",[102]
72044,"[72, 0, 3]",[0]
72045,"[41, 71, 1]",[-30]
72046,"[74, 81, 2]",[5994]
72047,"[20, 67, 1]",[-47]
72048,"[7, 38, 3]",[0.18421052631578946]
72049,"[44, 83, 2]",[3652]
72050,"[81, 62, 1]",[19]
72051,"[67, 90, 3]",[0.7444444444444445]
72052,"[69, 92, 0]",[161]
72053,"[39, 64, 3]",[0.609375]
72054,"[2, 83, 3]",[0.024096385542168676]
72055,"[18, 31, 3]",[0.5806451612903226]
72056,"[9, 38, 0]",[47]
72057,"[40, 13, 1]",[27]
72058,"[64, 15, 1]",[49]
72059,"[51, 15, 2]",[765]
72060,"[45, 93, 1]",[-48]
72061,"[56, 88, 0]",[144]
72062,"[53, 24, 1]",[29]
72063,"[30, 25, 2]",[750]
72064,"[53, 50, 2]",[2650]
72065,"[70, 5, 0]",[75]
72066,"[99, 35, 2]",[3465]
72067,"[99, 93, 1]",[6]
72068,"[15, 80, 3]",[0.1875]
72069,"[29, 19, 1]",[10]
72070,"[78, 31, 3]",[2.5161290322580645]
72071,"[8, 39, 2]",[312]
72072,"[69, 11, 0]",[80]
72073,"[22, 95, 3]",[0.23157894736842105]
72074,"[86, 4, 2]",[344]
72075,"[9, 32, 2]",[288]
72076,"[6, 72, 0]",[78]
72077,"[96, 87, 2]",[8352]
72078,"[72, 35, 2]",[2520]
72079,"[41, 24, 2]",[984]
72080,"[61, 3, 2]",[183]
72081,"[45, 80, 0]",[125]
72082,"[0, 99, 0]",[99]
72083,"[83, 22, 3]",[3.772727272727273]
72084,"[70, 4, 0]",[74]
72085,"[71, 49, 1]",[22]
72086,"[25, 36, 1]",[-11]
72087,"[29, 13, 0]",[42]
72088,"[10, 38, 1]",[-28]
72089,"[29, 12, 3]",[2.4166666666666665]
72090,"[29, 73, 1]",[-44]
72091,"[76, 23, 2]",[1748]
72092,"[81, 32, 1]",[49]
72093,"[2, 13, 1]",[-11]
72094,"[40, 73, 2]",[2920]
72095,"[47, 63, 0]",[110]
72096,"[67, 23, 1]",[44]
72097,"[74, 86, 3]",[0.8604651162790697]
72098,"[12, 81, 1]",[-69]
72099,"[18, 13, 3]",[1.3846153846153846]
72100,"[96, 89, 0]",[185]
72101,"[45, 21, 2]",[945]
72102,"[19, 92, 3]",[0.20652173913043478]
72103,"[2, 18, 0]",[20]
72104,"[45, 63, 2]",[2835]
72105,"[49, 47, 2]",[2303]
72106,"[65, 88, 0]",[153]
72107,"[37, 15, 0]",[52]
72108,"[46, 87, 1]",[-41]
72109,"[13, 13, 1]",[0]
72110,"[98, 58, 3]",[1.6896551724137931]
72111,"[25, 18, 0]",[43]
72112,"[2, 64, 0]",[66]
72113,"[19, 77, 0]",[96]
72114,"[29, 79, 2]",[2291]
72115,"[75, 21, 3]",[3.5714285714285716]
72116,"[55, 24, 2]",[1320]
72117,"[94, 30, 3]",[3.1333333333333333]
72118,"[82, 43, 1]",[39]
72119,"[46, 89, 2]",[4094]
72120,"[93, 38, 2]",[3534]
72121,"[47, 73, 3]",[0.6438356164383562]
72122,"[95, 59, 3]",[1.6101694915254237]
72123,"[86, 58, 1]",[28]
72124,"[65, 64, 1]",[1]
72125,"[31, 12, 2]",[372]
72126,"[75, 27, 1]",[48]
72127,"[41, 49, 2]",[2009]
72128,"[61, 63, 0]",[124]
72129,"[92, 46, 3]",[2.0]
72130,"[84, 45, 3]",[1.8666666666666667]
72131,"[96, 63, 0]",[159]
72132,"[32, 2, 1]",[30]
72133,"[19, 80, 3]",[0.2375]
72134,"[21, 84, 2]",[1764]
72135,"[23, 8, 3]",[2.875]
72136,"[93, 64, 3]",[1.453125]
72137,"[26, 32, 0]",[58]
72138,"[87, 45, 0]",[132]
72139,"[0, 77, 1]",[-77]
72140,"[43, 17, 2]",[731]
72141,"[92, 2, 2]",[184]
72142,"[28, 10, 1]",[18]
72143,"[77, 29, 0]",[106]
72144,"[47, 15, 1]",[32]
72145,"[16, 83, 1]",[-67]
72146,"[7, 16, 1]",[-9]
72147,"[42, 65, 3]",[0.6461538461538462]
72148,"[86, 91, 0]",[177]
72149,"[84, 43, 1]",[41]
72150,"[77, 15, 2]",[1155]
72151,"[7, 90, 1]",[-83]
72152,"[75, 6, 0]",[81]
72153,"[5, 90, 3]",[0.05555555555555555]
72154,"[18, 98, 0]",[116]
72155,"[100, 65, 1]",[35]
72156,"[74, 3, 0]",[77]
72157,"[44, 28, 0]",[72]
72158,"[92, 43, 0]",[135]
72159,"[27, 60, 1]",[-33]
72160,"[47, 73, 2]",[3431]
72161,"[70, 45, 1]",[25]
72162,"[49, 88, 1]",[-39]
72163,"[62, 48, 3]",[1.2916666666666667]
72164,"[88, 99, 3]",[0.8888888888888888]
72165,"[22, 38, 2]",[836]
72166,"[20, 28, 2]",[560]
72167,"[72, 74, 3]",[0.972972972972973]
72168,"[70, 84, 0]",[154]
72169,"[4, 56, 2]",[224]
72170,"[99, 98, 1]",[1]
72171,"[58, 64, 3]",[0.90625]
72172,"[49, 5, 0]",[54]
72173,"[92, 7, 1]",[85]
72174,"[5, 74, 3]",[0.06756756756756757]
72175,"[88, 7, 2]",[616]
72176,"[24, 42, 3]",[0.5714285714285714]
72177,"[91, 24, 3]",[3.7916666666666665]
72178,"[72, 51, 0]",[123]
72179,"[40, 21, 1]",[19]
72180,"[72, 2, 3]",[36.0]
72181,"[66, 11, 0]",[77]
72182,"[95, 51, 0]",[146]
72183,"[91, 56, 1]",[35]
72184,"[75, 69, 0]",[144]
72185,"[71, 32, 3]",[2.21875]
72186,"[55, 29, 1]",[26]
72187,"[73, 57, 1]",[16]
72188,"[6, 14, 3]",[0.42857142857142855]
72189,"[48, 90, 0]",[138]
72190,"[81, 71, 3]",[1.1408450704225352]
72191,"[8, 77, 3]",[0.1038961038961039]
72192,"[24, 88, 3]",[0.2727272727272727]
72193,"[91, 46, 3]",[1.9782608695652173]
72194,"[67, 87, 1]",[-20]
72195,"[54, 31, 3]",[1.7419354838709677]
72196,"[96, 56, 2]",[5376]
72197,"[3, 15, 0]",[18]
72198,"[21, 66, 2]",[1386]
72199,"[75, 4, 2]",[300]
72200,"[90, 20, 3]",[4.5]
72201,"[81, 62, 1]",[19]
72202,"[34, 95, 2]",[3230]
72203,"[80, 27, 0]",[107]
72204,"[89, 60, 2]",[5340]
72205,"[82, 27, 1]",[55]
72206,"[39, 37, 1]",[2]
72207,"[60, 59, 0]",[119]
72208,"[85, 42, 2]",[3570]
72209,"[51, 49, 1]",[2]
72210,"[41, 2, 1]",[39]
72211,"[54, 5, 3]",[10.8]
72212,"[88, 29, 1]",[59]
72213,"[25, 90, 1]",[-65]
72214,"[39, 93, 3]",[0.41935483870967744]
72215,"[51, 72, 0]",[123]
72216,"[95, 64, 3]",[1.484375]
72217,"[74, 84, 0]",[158]
72218,"[63, 77, 1]",[-14]
72219,"[22, 98, 2]",[2156]
72220,"[51, 84, 0]",[135]
72221,"[73, 8, 1]",[65]
72222,"[43, 36, 2]",[1548]
72223,"[6, 3, 2]",[18]
72224,"[47, 55, 0]",[102]
72225,"[3, 99, 0]",[102]
72226,"[78, 31, 3]",[2.5161290322580645]
72227,"[74, 5, 1]",[69]
72228,"[92, 29, 3]",[3.1724137931034484]
72229,"[13, 38, 1]",[-25]
72230,"[29, 46, 0]",[75]
72231,"[36, 40, 0]",[76]
72232,"[49, 31, 0]",[80]
72233,"[41, 30, 1]",[11]
72234,"[37, 93, 3]",[0.3978494623655914]
72235,"[42, 100, 3]",[0.42]
72236,"[59, 99, 2]",[5841]
72237,"[70, 61, 2]",[4270]
72238,"[48, 17, 1]",[31]
72239,"[24, 15, 3]",[1.6]
72240,"[23, 86, 1]",[-63]
72241,"[80, 63, 2]",[5040]
72242,"[36, 48, 2]",[1728]
72243,"[52, 69, 1]",[-17]
72244,"[100, 27, 3]",[3.7037037037037037]
72245,"[7, 100, 0]",[107]
72246,"[29, 96, 3]",[0.3020833333333333]
72247,"[26, 84, 2]",[2184]
72248,"[77, 87, 1]",[-10]
72249,"[78, 73, 2]",[5694]
72250,"[9, 56, 0]",[65]
72251,"[55, 28, 3]",[1.9642857142857142]
72252,"[60, 89, 1]",[-29]
72253,"[58, 25, 1]",[33]
72254,"[8, 83, 3]",[0.0963855421686747]
72255,"[45, 0, 0]",[45]
72256,"[83, 56, 2]",[4648]
72257,"[69, 19, 0]",[88]
72258,"[5, 34, 0]",[39]
72259,"[87, 55, 3]",[1.5818181818181818]
72260,"[71, 36, 3]",[1.9722222222222223]
72261,"[61, 89, 3]",[0.6853932584269663]
72262,"[20, 85, 3]",[0.23529411764705882]
72263,"[33, 25, 0]",[58]
72264,"[69, 21, 1]",[48]
72265,"[39, 85, 0]",[124]
72266,"[58, 6, 0]",[64]
72267,"[17, 49, 3]",[0.3469387755102041]
72268,"[75, 1, 2]",[75]
72269,"[31, 79, 1]",[-48]
72270,"[8, 34, 3]",[0.23529411764705882]
72271,"[12, 11, 2]",[132]
72272,"[2, 6, 3]",[0.3333333333333333]
72273,"[18, 15, 1]",[3]
72274,"[64, 49, 3]",[1.3061224489795917]
72275,"[77, 54, 1]",[23]
72276,"[68, 78, 1]",[-10]
72277,"[39, 70, 2]",[2730]
72278,"[22, 45, 2]",[990]
72279,"[39, 45, 2]",[1755]
72280,"[73, 57, 2]",[4161]
72281,"[76, 83, 2]",[6308]
72282,"[89, 12, 1]",[77]
72283,"[52, 58, 0]",[110]
72284,"[65, 40, 2]",[2600]
72285,"[35, 27, 1]",[8]
72286,"[86, 57, 2]",[4902]
72287,"[56, 86, 2]",[4816]
72288,"[58, 47, 0]",[105]
72289,"[67, 5, 2]",[335]
72290,"[32, 24, 2]",[768]
72291,"[77, 28, 0]",[105]
72292,"[61, 7, 2]",[427]
72293,"[31, 23, 1]",[8]
72294,"[88, 24, 0]",[112]
72295,"[58, 2, 0]",[60]
72296,"[53, 100, 2]",[5300]
72297,"[71, 73, 1]",[-2]
72298,"[90, 93, 1]",[-3]
72299,"[51, 6, 3]",[8.5]
72300,"[40, 98, 3]",[0.40816326530612246]
72301,"[29, 37, 2]",[1073]
72302,"[70, 65, 2]",[4550]
72303,"[37, 59, 0]",[96]
72304,"[36, 71, 2]",[2556]
72305,"[60, 77, 2]",[4620]
72306,"[64, 57, 0]",[121]
72307,"[94, 22, 2]",[2068]
72308,"[98, 17, 3]",[5.764705882352941]
72309,"[8, 39, 0]",[47]
72310,"[35, 90, 3]",[0.3888888888888889]
72311,"[52, 57, 1]",[-5]
72312,"[54, 36, 1]",[18]
72313,"[18, 39, 0]",[57]
72314,"[13, 97, 1]",[-84]
72315,"[67, 56, 3]",[1.1964285714285714]
72316,"[59, 85, 1]",[-26]
72317,"[92, 85, 2]",[7820]
72318,"[64, 20, 0]",[84]
72319,"[0, 99, 0]",[99]
72320,"[61, 99, 2]",[6039]
72321,"[45, 48, 0]",[93]
72322,"[14, 98, 2]",[1372]
72323,"[36, 49, 0]",[85]
72324,"[86, 82, 0]",[168]
72325,"[28, 97, 0]",[125]
72326,"[50, 83, 0]",[133]
72327,"[76, 29, 3]",[2.6206896551724137]
72328,"[29, 20, 1]",[9]
72329,"[12, 45, 0]",[57]
72330,"[65, 20, 3]",[3.25]
72331,"[78, 94, 0]",[172]
72332,"[53, 68, 1]",[-15]
72333,"[11, 32, 0]",[43]
72334,"[20, 95, 2]",[1900]
72335,"[52, 43, 2]",[2236]
72336,"[21, 16, 2]",[336]
72337,"[39, 82, 0]",[121]
72338,"[82, 18, 2]",[1476]
72339,"[57, 85, 1]",[-28]
72340,"[17, 99, 2]",[1683]
72341,"[48, 79, 1]",[-31]
72342,"[60, 61, 0]",[121]
72343,"[56, 54, 3]",[1.037037037037037]
72344,"[44, 38, 0]",[82]
72345,"[41, 81, 3]",[0.5061728395061729]
72346,"[0, 95, 0]",[95]
72347,"[32, 77, 0]",[109]
72348,"[25, 9, 0]",[34]
72349,"[16, 62, 2]",[992]
72350,"[34, 56, 0]",[90]
72351,"[8, 85, 0]",[93]
72352,"[88, 51, 1]",[37]
72353,"[7, 60, 1]",[-53]
72354,"[23, 28, 0]",[51]
72355,"[82, 61, 3]",[1.3442622950819672]
72356,"[9, 88, 1]",[-79]
72357,"[61, 4, 1]",[57]
72358,"[71, 23, 2]",[1633]
72359,"[38, 42, 3]",[0.9047619047619048]
72360,"[51, 60, 1]",[-9]
72361,"[18, 64, 0]",[82]
72362,"[41, 64, 3]",[0.640625]
72363,"[0, 23, 2]",[0]
72364,"[47, 88, 2]",[4136]
72365,"[25, 88, 2]",[2200]
72366,"[61, 23, 2]",[1403]
72367,"[53, 86, 0]",[139]
72368,"[3, 7, 0]",[10]
72369,"[97, 35, 0]",[132]
72370,"[69, 86, 0]",[155]
72371,"[26, 10, 2]",[260]
72372,"[1, 34, 0]",[35]
72373,"[25, 53, 0]",[78]
72374,"[30, 46, 3]",[0.6521739130434783]
72375,"[74, 58, 0]",[132]
72376,"[93, 88, 1]",[5]
72377,"[73, 46, 0]",[119]
72378,"[2, 55, 3]",[0.03636363636363636]
72379,"[16, 94, 1]",[-78]
72380,"[80, 8, 2]",[640]
72381,"[37, 71, 2]",[2627]
72382,"[23, 36, 3]",[0.6388888888888888]
72383,"[35, 73, 2]",[2555]
72384,"[20, 53, 0]",[73]
72385,"[8, 0, 2]",[0]
72386,"[87, 28, 1]",[59]
72387,"[45, 68, 1]",[-23]
72388,"[14, 10, 1]",[4]
72389,"[29, 13, 0]",[42]
72390,"[14, 98, 0]",[112]
72391,"[28, 23, 2]",[644]
72392,"[65, 42, 3]",[1.5476190476190477]
72393,"[44, 50, 0]",[94]
72394,"[31, 47, 2]",[1457]
72395,"[45, 32, 3]",[1.40625]
72396,"[21, 51, 1]",[-30]
72397,"[45, 4, 0]",[49]
72398,"[91, 18, 2]",[1638]
72399,"[36, 83, 0]",[119]
72400,"[56, 51, 1]",[5]
72401,"[97, 51, 2]",[4947]
72402,"[4, 8, 0]",[12]
72403,"[69, 44, 1]",[25]
72404,"[69, 98, 0]",[167]
72405,"[72, 3, 2]",[216]
72406,"[58, 72, 3]",[0.8055555555555556]
72407,"[14, 60, 0]",[74]
72408,"[21, 36, 3]",[0.5833333333333334]
72409,"[57, 11, 1]",[46]
72410,"[12, 69, 2]",[828]
72411,"[72, 32, 2]",[2304]
72412,"[5, 25, 3]",[0.2]
72413,"[30, 59, 2]",[1770]
72414,"[55, 19, 0]",[74]
72415,"[83, 8, 2]",[664]
72416,"[23, 20, 2]",[460]
72417,"[96, 11, 0]",[107]
72418,"[69, 81, 2]",[5589]
72419,"[88, 9, 0]",[97]
72420,"[95, 61, 0]",[156]
72421,"[86, 21, 2]",[1806]
72422,"[12, 46, 0]",[58]
72423,"[98, 100, 3]",[0.98]
72424,"[18, 18, 0]",[36]
72425,"[37, 78, 0]",[115]
72426,"[16, 63, 0]",[79]
72427,"[95, 48, 0]",[143]
72428,"[93, 65, 2]",[6045]
72429,"[67, 56, 3]",[1.1964285714285714]
72430,"[29, 98, 0]",[127]
72431,"[93, 35, 1]",[58]
72432,"[94, 48, 3]",[1.9583333333333333]
72433,"[49, 8, 3]",[6.125]
72434,"[55, 84, 0]",[139]
72435,"[1, 86, 2]",[86]
72436,"[99, 95, 1]",[4]
72437,"[65, 70, 0]",[135]
72438,"[52, 45, 0]",[97]
72439,"[35, 75, 2]",[2625]
72440,"[16, 99, 1]",[-83]
72441,"[42, 56, 2]",[2352]
72442,"[97, 2, 2]",[194]
72443,"[13, 99, 0]",[112]
72444,"[39, 14, 1]",[25]
72445,"[24, 19, 1]",[5]
72446,"[16, 89, 0]",[105]
72447,"[26, 8, 3]",[3.25]
72448,"[3, 69, 1]",[-66]
72449,"[41, 35, 3]",[1.1714285714285715]
72450,"[53, 90, 3]",[0.5888888888888889]
72451,"[91, 94, 0]",[185]
72452,"[59, 23, 0]",[82]
72453,"[53, 82, 1]",[-29]
72454,"[47, 91, 3]",[0.5164835164835165]
72455,"[1, 66, 3]",[0.015151515151515152]
72456,"[7, 79, 2]",[553]
72457,"[18, 65, 2]",[1170]
72458,"[7, 93, 1]",[-86]
72459,"[14, 34, 0]",[48]
72460,"[65, 72, 1]",[-7]
72461,"[66, 50, 1]",[16]
72462,"[63, 44, 2]",[2772]
72463,"[100, 3, 2]",[300]
72464,"[76, 36, 0]",[112]
72465,"[20, 65, 3]",[0.3076923076923077]
72466,"[14, 87, 0]",[101]
72467,"[1, 45, 1]",[-44]
72468,"[14, 23, 0]",[37]
72469,"[34, 49, 2]",[1666]
72470,"[99, 24, 1]",[75]
72471,"[84, 71, 0]",[155]
72472,"[33, 20, 0]",[53]
72473,"[22, 59, 0]",[81]
72474,"[27, 64, 1]",[-37]
72475,"[68, 81, 0]",[149]
72476,"[97, 64, 3]",[1.515625]
72477,"[75, 67, 3]",[1.1194029850746268]
72478,"[71, 40, 2]",[2840]
72479,"[47, 28, 0]",[75]
72480,"[60, 62, 1]",[-2]
72481,"[90, 73, 2]",[6570]
72482,"[36, 62, 2]",[2232]
72483,"[94, 61, 1]",[33]
72484,"[52, 30, 2]",[1560]
72485,"[60, 79, 3]",[0.759493670886076]
72486,"[4, 13, 2]",[52]
72487,"[12, 79, 2]",[948]
72488,"[91, 54, 3]",[1.6851851851851851]
72489,"[24, 67, 3]",[0.3582089552238806]
72490,"[50, 66, 3]",[0.7575757575757576]
72491,"[33, 34, 2]",[1122]
72492,"[46, 18, 2]",[828]
72493,"[91, 43, 1]",[48]
72494,"[87, 60, 1]",[27]
72495,"[30, 0, 2]",[0]
72496,"[0, 88, 3]",[0.0]
72497,"[100, 68, 3]",[1.4705882352941178]
72498,"[19, 75, 2]",[1425]
72499,"[0, 100, 1]",[-100]
72500,"[10, 55, 1]",[-45]
72501,"[60, 8, 2]",[480]
72502,"[32, 54, 3]",[0.5925925925925926]
72503,"[24, 1, 3]",[24.0]
72504,"[71, 68, 3]",[1.0441176470588236]
72505,"[24, 24, 1]",[0]
72506,"[91, 9, 0]",[100]
72507,"[74, 64, 3]",[1.15625]
72508,"[24, 33, 0]",[57]
72509,"[98, 50, 1]",[48]
72510,"[73, 68, 0]",[141]
72511,"[79, 63, 0]",[142]
72512,"[15, 93, 1]",[-78]
72513,"[78, 8, 3]",[9.75]
72514,"[39, 63, 3]",[0.6190476190476191]
72515,"[44, 37, 0]",[81]
72516,"[85, 93, 0]",[178]
72517,"[16, 49, 2]",[784]
72518,"[67, 53, 0]",[120]
72519,"[24, 5, 2]",[120]
72520,"[84, 99, 1]",[-15]
72521,"[32, 23, 2]",[736]
72522,"[32, 72, 3]",[0.4444444444444444]
72523,"[99, 10, 0]",[109]
72524,"[3, 36, 0]",[39]
72525,"[100, 26, 3]",[3.8461538461538463]
72526,"[3, 26, 3]",[0.11538461538461539]
72527,"[29, 72, 1]",[-43]
72528,"[92, 80, 3]",[1.15]
72529,"[72, 12, 3]",[6.0]
72530,"[80, 1, 1]",[79]
72531,"[6, 10, 1]",[-4]
72532,"[29, 10, 2]",[290]
72533,"[7, 91, 3]",[0.07692307692307693]
72534,"[24, 29, 1]",[-5]
72535,"[77, 43, 3]",[1.7906976744186047]
72536,"[35, 38, 0]",[73]
72537,"[34, 33, 3]",[1.0303030303030303]
72538,"[60, 40, 3]",[1.5]
72539,"[91, 27, 3]",[3.3703703703703702]
72540,"[29, 46, 2]",[1334]
72541,"[8, 18, 3]",[0.4444444444444444]
72542,"[39, 43, 3]",[0.9069767441860465]
72543,"[74, 41, 1]",[33]
72544,"[9, 32, 2]",[288]
72545,"[84, 68, 0]",[152]
72546,"[76, 53, 3]",[1.4339622641509433]
72547,"[36, 39, 3]",[0.9230769230769231]
72548,"[92, 5, 1]",[87]
72549,"[89, 76, 3]",[1.1710526315789473]
72550,"[81, 48, 2]",[3888]
72551,"[55, 17, 2]",[935]
72552,"[41, 90, 3]",[0.45555555555555555]
72553,"[61, 6, 1]",[55]
72554,"[52, 14, 1]",[38]
72555,"[21, 69, 1]",[-48]
72556,"[17, 94, 1]",[-77]
72557,"[49, 50, 2]",[2450]
72558,"[37, 8, 0]",[45]
72559,"[61, 55, 0]",[116]
72560,"[31, 17, 3]",[1.8235294117647058]
72561,"[31, 61, 3]",[0.5081967213114754]
72562,"[8, 83, 3]",[0.0963855421686747]
72563,"[62, 8, 1]",[54]
72564,"[79, 52, 0]",[131]
72565,"[24, 72, 3]",[0.3333333333333333]
72566,"[30, 70, 3]",[0.42857142857142855]
72567,"[5, 65, 2]",[325]
72568,"[0, 10, 0]",[10]
72569,"[88, 67, 3]",[1.3134328358208955]
72570,"[46, 69, 2]",[3174]
72571,"[43, 53, 2]",[2279]
72572,"[88, 78, 3]",[1.1282051282051282]
72573,"[83, 67, 3]",[1.2388059701492538]
72574,"[88, 24, 1]",[64]
72575,"[65, 50, 3]",[1.3]
72576,"[45, 27, 2]",[1215]
72577,"[54, 42, 3]",[1.2857142857142858]
72578,"[42, 25, 2]",[1050]
72579,"[34, 40, 3]",[0.85]
72580,"[87, 0, 1]",[87]
72581,"[47, 16, 1]",[31]
72582,"[72, 39, 2]",[2808]
72583,"[35, 51, 0]",[86]
72584,"[9, 53, 0]",[62]
72585,"[3, 25, 3]",[0.12]
72586,"[24, 69, 2]",[1656]
72587,"[68, 47, 0]",[115]
72588,"[7, 2, 0]",[9]
72589,"[53, 59, 2]",[3127]
72590,"[91, 70, 1]",[21]
72591,"[67, 27, 3]",[2.4814814814814814]
72592,"[91, 33, 3]",[2.757575757575758]
72593,"[14, 83, 3]",[0.1686746987951807]
72594,"[17, 40, 0]",[57]
72595,"[28, 95, 3]",[0.29473684210526313]
72596,"[80, 79, 2]",[6320]
72597,"[75, 52, 3]",[1.4423076923076923]
72598,"[99, 21, 1]",[78]
72599,"[88, 57, 1]",[31]
72600,"[21, 8, 0]",[29]
72601,"[59, 55, 2]",[3245]
72602,"[38, 48, 2]",[1824]
72603,"[58, 43, 1]",[15]
72604,"[61, 64, 3]",[0.953125]
72605,"[76, 24, 1]",[52]
72606,"[91, 83, 3]",[1.0963855421686748]
72607,"[2, 61, 2]",[122]
72608,"[67, 2, 1]",[65]
72609,"[62, 27, 1]",[35]
72610,"[29, 73, 2]",[2117]
72611,"[6, 2, 0]",[8]
72612,"[53, 23, 2]",[1219]
72613,"[24, 83, 1]",[-59]
72614,"[74, 24, 0]",[98]
72615,"[11, 13, 2]",[143]
72616,"[77, 39, 3]",[1.9743589743589745]
72617,"[12, 26, 0]",[38]
72618,"[82, 29, 1]",[53]
72619,"[33, 11, 3]",[3.0]
72620,"[1, 94, 3]",[0.010638297872340425]
72621,"[39, 9, 2]",[351]
72622,"[68, 88, 0]",[156]
72623,"[64, 84, 3]",[0.7619047619047619]
72624,"[9, 38, 1]",[-29]
72625,"[55, 3, 1]",[52]
72626,"[63, 43, 3]",[1.4651162790697674]
72627,"[23, 22, 0]",[45]
72628,"[93, 57, 1]",[36]
72629,"[79, 90, 1]",[-11]
72630,"[49, 45, 1]",[4]
72631,"[43, 73, 0]",[116]
72632,"[4, 18, 2]",[72]
72633,"[6, 51, 1]",[-45]
72634,"[78, 73, 1]",[5]
72635,"[20, 83, 0]",[103]
72636,"[90, 37, 2]",[3330]
72637,"[9, 83, 1]",[-74]
72638,"[48, 68, 1]",[-20]
72639,"[34, 46, 1]",[-12]
72640,"[30, 37, 2]",[1110]
72641,"[93, 71, 3]",[1.3098591549295775]
72642,"[82, 53, 2]",[4346]
72643,"[58, 20, 3]",[2.9]
72644,"[53, 96, 3]",[0.5520833333333334]
72645,"[30, 16, 3]",[1.875]
72646,"[12, 70, 3]",[0.17142857142857143]
72647,"[76, 60, 1]",[16]
72648,"[77, 56, 1]",[21]
72649,"[2, 25, 1]",[-23]
72650,"[42, 79, 3]",[0.5316455696202531]
72651,"[43, 19, 0]",[62]
72652,"[4, 52, 0]",[56]
72653,"[60, 7, 1]",[53]
72654,"[52, 31, 2]",[1612]
72655,"[26, 68, 1]",[-42]
72656,"[15, 7, 2]",[105]
72657,"[75, 88, 1]",[-13]
72658,"[10, 63, 3]",[0.15873015873015872]
72659,"[6, 34, 0]",[40]
72660,"[46, 60, 1]",[-14]
72661,"[54, 32, 3]",[1.6875]
72662,"[66, 13, 2]",[858]
72663,"[68, 11, 1]",[57]
72664,"[77, 47, 1]",[30]
72665,"[78, 44, 2]",[3432]
72666,"[35, 26, 0]",[61]
72667,"[93, 42, 0]",[135]
72668,"[68, 81, 2]",[5508]
72669,"[90, 53, 1]",[37]
